threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1427603,0.9782805738476474,713718.30221437,0,0,0,0,48439,29826,154760,420290
6,1527581,0.9796224033095902,696156.6775304979,0,0,0,0,51664,31369,192452,1362078
6,1477643,0.9498494888712617,669283.5541319214,0,0,0,0,53561,31789,180268,2674913
6,1487943,0.9573069173781998,678038.930030168,0,0,0,0,52940,31709,177904,1284182
6,1294120,0.9818104395297017,591319.3287146429,0,0,0,0,60868,32000,180198,6273901
6,1437297,0.9612919862785677,663572.3876462874,0,0,0,0,53975,32481,174037,470103
6,1404665,0.9846143779800718,644142.2312912908,0,0,0,0,55814,32451,188363,2530431
6,1562282,0.9589341142596479,718027.3554578308,0,0,0,0,49996,32762,174869,359505
6,1588677,0.97516281541981,720140.5415205366,0,0,0,0,49855,32601,172504,358624
6,1471703,0.9534815004390762,666265.886015365,0,0,0,0,53670,32691,174247,406002
6,911517,0.9742548649505463,415621.92139161227,0,0,0,0,86822,33633,204394,12393363
6,1500772,0.9668316752356472,711161.6006516455,0,0,0,0,50356,32881,173997,365947
6,1551928,0.9514012672737235,708197.448393609,0,0,0,0,50733,32962,175579,369554
6,1240116,0.9773779282867375,562259.3186209007,0,0,0,0,63901,33363,202570,5023354
6,1491968,0.9280487921535017,690723.8527950288,0,0,0,0,50521,33503,180840,363783
6,1516792,0.9407980776243874,691975.2360100104,0,0,0,0,50268,33302,176972,359404
6,1538077,0.9367251213136204,698120.3501835843,0,0,0,0,50031,33203,178185,362962
6,1515070,0.9377121303621936,690082.490512468,0,0,0,0,50470,33292,178926,367350
6,1522751,0.9437950850065108,695359.6941226341,0,0,0,0,50326,33352,178395,365697
6,1492131,0.9357411689193635,678892.4943651092,0,0,0,0,50664,33553,181180,371668
6,527247,0.9131142676053374,240000.50625032105,0,0,0,0,140712,34204,225223,23015901
6,804173,0.9199219751131812,388853.7824519337,0,0,0,0,87692,34675,200888,21899204
6,1430688,0.9315461712029747,680579.1169394052,0,0,0,0,49861,33593,180679,370576
6,1484952,0.9250158322204006,679728.843161219,0,0,0,0,49953,33623,182172,375875
6,1446682,0.8783183573139698,660241.178775559,0,0,0,0,50161,33723,184446,376818
6,1413223,0.8651433751423694,645867.9641563263,0,0,0,0,51063,33733,182693,379713
6,1449940,0.8687707605598122,661552.7218641229,0,0,0,0,49696,33743,183775,374022
6,928671,0.8654582363150637,422928.6342150616,0,0,0,0,49122,33593,182653,372178
