threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1386863,0.9523240845671488,693359.4388068451,0,0,0,0,49848,29866,153838,426850
6,1463600,0.9670839366297515,677982.3454962948,0,0,0,0,52886,31479,193313,1364819
6,1449392,0.9641121989028988,667833.4510388223,0,0,0,0,53716,31910,181801,2687930
6,1476210,0.9608408794519259,682608.684586592,0,0,0,0,52632,31820,177352,1282565
6,1373874,0.963162604594954,635007.4664106297,0,0,0,0,56512,32111,175088,5698917
6,1344779,0.9655172958735092,626391.2394977701,0,0,0,0,57405,32621,179446,6150474
6,1381564,0.9607981396800146,643817.7423011434,0,0,0,0,55618,32541,186800,2535665
6,1522031,0.9630083059851737,707732.9714851122,0,0,0,0,50774,32891,174167,355376
6,1558830,0.9593834211568337,718863.822122727,0,0,0,0,49951,32722,170760,353963
6,1527069,0.9768650376084216,700408.7128106761,0,0,0,0,51201,32802,173244,356328
6,747190,0.9692365965062948,343945.5976250555,0,0,0,0,104347,33993,224491,12752473
6,1474050,0.9732162208675162,709103.3438944008,0,0,0,0,50713,33072,174908,363952
6,1552295,0.9769666940120415,717263.0755689343,0,0,0,0,49921,33122,174999,364113
6,1348478,0.9640585170741983,618630.7337099838,0,0,0,0,58065,33323,188203,4896141
6,1380013,0.9869784536009343,642376.48625329,0,0,0,0,55820,33883,189545,4816162
6,1548502,0.9713779390549265,720145.6590725611,0,0,0,0,49901,33483,177613,360536
6,1529148,0.9664089019345248,702096.1577793413,0,0,0,0,51174,33262,177463,367519
6,1560827,0.9734842248842076,718939.9152697813,0,0,0,0,49833,33503,179357,367289
6,1547182,0.9694125407842539,708414.0571469369,0,0,0,0,50725,33503,178805,365585
6,1514287,0.9751311066243595,696534.5704705514,0,0,0,0,51522,33593,180178,370886
6,882549,0.9657212357011365,406565.33044151665,0,0,0,0,87999,34094,197731,21471524
6,510386,0.9724313731022239,243969.266126742,0,0,0,0,147590,35055,230812,24022046
6,1469443,0.9679713659582443,715908.129154655,0,0,0,0,50260,33934,183715,370635
6,1561696,0.9755278923211633,722825.6458712815,0,0,0,0,49557,33803,183123,376085
6,1555222,0.9722236257856147,715011.525377247,0,0,0,0,50257,33783,181781,371998
6,1533094,0.9798752498448093,703900.277898034,0,0,0,0,50915,33833,183294,383389
6,1542678,0.9687763420498144,709311.6451138802,0,0,0,0,50646,33883,182683,374082
6,1445500,0.9836653858633899,664179.6310667183,0,0,0,0,50182,33823,183494,378510
