threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1390024,0.9564814088817645,694896.8090406558,0,0,0,0,49511,29786,164589,441880
6,1484443,0.9609699388887526,687702.6385582103,0,0,0,0,52309,32080,207250,1309871
6,1452965,0.9726423336524768,668698.2875805679,0,0,0,0,53675,32531,195377,2550311
6,1519587,0.97290501637746,702482.7234208208,0,0,0,0,51036,32962,195998,1286307
6,1505630,0.9670404026225042,694160.7132383555,0,0,0,0,51752,33222,186330,401244
6,1263251,0.95004323074659,584563.5549409294,0,0,0,0,60075,33413,205305,5906315
6,1349312,0.9347061572028755,632145.1815947964,0,0,0,0,55266,33563,207540,2524272
6,1520989,0.9382921992419502,708775.600526668,0,0,0,0,49257,33763,190217,355708
6,1532773,0.9371284325926824,706077.4818182319,0,0,0,0,49267,33774,189016,360928
6,1542849,0.9424775070863312,708590.0791596557,0,0,0,0,49348,33814,188083,359585
6,832763,0.9402919758355154,382934.5315652982,0,0,0,0,91183,34014,235272,11869848
6,1458266,0.9398675261195931,697429.8617297924,0,0,0,0,50085,34114,190609,357952
6,1533666,0.9422959370676961,708667.6495409141,0,0,0,0,49173,34285,193183,361489
6,1346626,0.9501123955119599,617351.3462751724,0,0,0,0,56596,34364,206738,4861472
6,1377833,0.9442982176912521,641191.791840586,0,0,0,0,54378,34325,202741,1269885
6,1486215,0.952105862769129,691430.988521538,0,0,0,0,50508,34384,195978,377138
6,1512008,0.9443785884158276,699576.8536476688,0,0,0,0,49840,34424,194164,366288
6,1481135,0.925320007671809,683660.8733290372,0,0,0,0,49893,34364,194435,367220
6,1476032,0.92323613013069,682276.3040774515,0,0,0,0,49607,34345,193203,366268
6,1458243,0.909614865763044,674915.6961453089,0,0,0,0,50280,34535,195918,372950
6,774390,0.9268904170989106,358821.1138522616,0,0,0,0,93887,34725,218921,21427683
6,698409,0.9220583312791663,335708.01925564656,0,0,0,0,101837,34776,224091,21823937
6,1424770,0.9216397609648154,686778.7850567034,0,0,0,0,49362,34906,197881,365256
6,1470664,0.9138935021633475,681304.5845946972,0,0,0,0,49759,34796,198042,370286
6,1440871,0.878482639956607,665275.0031488539,0,0,0,0,49805,34885,197351,363974
6,1444990,0.8584991149084895,669791.6341492939,0,0,0,0,49191,34785,195267,364094
6,1443943,0.8621152363935453,669409.174021202,0,0,0,0,49128,35006,196168,358664
6,1369166,0.8665565481064185,632936.2957689232,0,0,0,0,50858,35206,198533,378451
