threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1354702,0.9712642036699304,677212.8719379688,0,0,0,0,50839,30498,166684,460708
6,1502700,0.9624694440552466,688377.239148646,0,0,0,0,52259,32371,208573,1317121
6,1438220,0.9220418353036542,652451.5589920854,0,0,0,0,53953,32801,196420,2535034
6,1451429,0.8936444626307457,662991.5163196677,0,0,0,0,52005,33213,197122,1282455
6,1369651,0.8535914159667821,627204.0095483437,0,0,0,0,54000,33413,189196,1507709
6,1327919,0.8601545090931175,608720.5601772501,0,0,0,0,55757,33723,195629,5486653
6,1323248,0.8650943998980207,610269.3105496935,0,0,0,0,55544,33724,206629,2523081
6,1455211,0.8448505256088565,671464.8735323536,0,0,0,0,50460,34024,188785,354066
6,1477726,0.8578508695412123,674708.7170213346,0,0,0,0,50163,34004,188555,362443
6,1418653,0.8568309169619651,646094.7538387381,0,0,0,0,52388,34025,188355,384644
6,874999,0.8544071712544037,397676.77182541916,0,0,0,0,85516,34214,223591,11784813
6,1412040,0.8517884699535927,668919.0243932091,0,0,0,0,50617,34395,190639,362593
6,1478284,0.8646235526800659,677192.059354656,0,0,0,0,50070,34515,191981,357113
6,1154944,0.8562999890523967,527456.6883000692,0,0,0,0,64100,34535,218541,4967946
6,1448231,0.8669861697320269,675961.8915368577,0,0,0,0,50197,34485,192563,358886
6,1464833,0.8550634668813721,671061.7158633476,0,0,0,0,49997,34665,195679,375157
6,1435287,0.8519190892666849,655538.708382435,0,0,0,0,50064,34716,193194,361771
6,1452954,0.8501078620193694,662878.2887066059,0,0,0,0,49673,34576,193284,368744
6,1432210,0.8426399096866212,652992.0124237625,0,0,0,0,50250,34485,192422,366030
6,1415767,0.8637806823072393,646941.0244096424,0,0,0,0,50895,34926,197131,379215
6,486992,0.8604933971317803,223333.9305496918,0,0,0,0,147814,34946,251333,22455167
6,965518,0.8538448888142498,468632.54842697066,0,0,0,0,70241,35056,207330,7835226
6,1371700,0.846949079762561,647956.939101189,0,0,0,0,50561,35106,197903,366500
6,1426718,0.8438210702718882,656787.8939160279,0,0,0,0,50202,35086,197361,374476
6,1428056,0.8539603118181629,652280.5993571751,0,0,0,0,50469,35106,197182,368353
6,1434546,0.8515244216154974,654968.3213578532,0,0,0,0,50204,35036,196540,368474
6,1462063,0.851644778993255,667163.6928480049,0,0,0,0,49250,35387,197763,366911
6,974242,0.852579837616962,443887.4337239979,0,0,0,0,52246,35116,198203,389714
