threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1362017,0.9831934329922348,680893.3585499425,0,0,0,0,50404,30166,167041,465356
6,1486563,0.9807815144414213,689297.3800608588,0,0,0,0,52145,32119,208729,1311821
6,1449817,0.9700981462363941,667252.2082079649,0,0,0,0,53808,32540,196526,2545677
6,1505022,0.9831028465726154,695665.7333985812,0,0,0,0,51621,32962,197697,1285892
6,1483810,0.9792040580388186,685962.2563938288,0,0,0,0,52366,33222,187228,417577
6,1317033,0.9741005036158834,609429.5033575882,0,0,0,0,58891,33392,202917,5829206
6,1363367,0.9764089784685036,635839.847272814,0,0,0,0,56440,33523,208117,2524507
6,1563591,0.9748920773462127,727988.6554727554,0,0,0,0,49411,33773,190083,356754
6,1570017,0.9795780892042222,720260.1439165846,0,0,0,0,49796,33743,188491,365861
6,1547358,0.9746986923242752,709716.1981165971,0,0,0,0,49905,33803,187709,363286
6,829410,0.9404289573990251,381722.90288190637,0,0,0,0,91657,33984,235137,11864184
6,1462880,0.9278784749034463,699520.965711072,0,0,0,0,49840,34073,190734,362043
6,1512151,0.9323898764125825,698181.0000450937,0,0,0,0,49950,34284,193079,361142
6,1299770,0.9254514580202597,598058.1623818376,0,0,0,0,58495,34344,208979,4885530
6,1389020,0.9284618234912854,647824.6216452499,0,0,0,0,53627,34244,201404,549152
6,1506993,0.9447223566985198,700632.4937378053,0,0,0,0,50031,34394,196185,369888
6,1517847,0.9306895730450914,699627.6341461733,0,0,0,0,49861,34364,193420,361923
6,1506397,0.9430014841922236,694526.6521747133,0,0,0,0,50251,34364,195394,371872
6,1496509,0.9254700852656437,688804.3290807739,0,0,0,0,50592,34364,194902,367904
6,1511348,0.940996098234664,696024.835190049,0,0,0,0,50193,34514,197047,376371
6,782024,0.9273262500625405,359644.6929488273,0,0,0,0,96774,34674,220701,21493040
6,769039,0.9347662016622766,368802.4612580074,0,0,0,0,95146,34855,221241,21660651
6,1463284,0.9303628616070722,702941.5472002171,0,0,0,0,49511,34875,198670,368195
6,1526660,0.9296581118748981,705287.7441869748,0,0,0,0,49561,34745,197978,369918
6,1552324,0.9263276956764395,712974.9206362513,0,0,0,0,48879,34854,198759,369126
6,1525265,0.9295349329182859,700240.2537984903,0,0,0,0,49734,34735,195454,367223
6,1548944,0.9350672497803268,713059.1542723558,0,0,0,0,49114,34995,197848,363456
6,1371654,0.9290457047797264,628755.916075008,0,0,0,0,50781,35065,199712,383804
