threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1396287,0.9701031828073189,698037.1449664815,0,0,0,0,49594,29746,155333,447132
6,1494713,0.9557088566884291,680587.2478066318,0,0,0,0,52676,31490,195388,1369138
6,1421040,0.9881863259606192,645322.798275471,0,0,0,0,55615,31880,184177,2718259
6,1512836,0.9487638049889003,691999.7704342647,0,0,0,0,51811,32321,185019,1294478
6,1372008,0.9605813724247989,625128.8141717174,0,0,0,0,57459,31930,173867,5873641
6,1360650,0.9708400409858663,623106.829013171,0,0,0,0,57552,32652,181232,6159149
6,1373671,0.9637931002454723,629842.0337732518,0,0,0,0,57117,32541,188315,2531597
6,1565753,0.9764381407974013,717291.6683047066,0,0,0,0,49966,32952,175420,359507
6,1554209,0.9366869952233081,703238.6373815222,0,0,0,0,50185,32542,170131,356171
6,1474006,0.9242392196413893,669481.241250358,0,0,0,0,52165,32601,171393,378613
6,849640,0.9222452070850577,384283.83503290714,0,0,0,0,90903,33663,208072,12448042
6,1461727,0.932117678616097,695231.3370077725,0,0,0,0,50148,32932,173306,360319
6,1539921,0.9376538803661034,705160.0360308189,0,0,0,0,49507,33333,176823,360449
6,1205253,0.9279503790926976,547243.938095117,0,0,0,0,63817,33673,201219,5078214
6,1522399,0.9230149206371676,706480.3827213902,0,0,0,0,49298,33503,177244,354838
6,1538137,0.9293512805208147,699219.4268201599,0,0,0,0,49870,33072,174509,362914
6,1563474,0.916357190213775,709736.0186923072,0,0,0,0,49199,33142,174478,356591
6,1571885,0.9111725972539413,712012.3698714824,0,0,0,0,48969,33083,173847,358615
6,1572995,0.9059964521943791,712428.1850122092,0,0,0,0,48957,33473,177274,361651
6,1575699,0.9274000685097612,713530.4653658838,0,0,0,0,48901,33593,179659,363714
6,394065,0.9410443213456114,178288.91625564446,0,0,0,0,194541,34465,257505,26545681
6,971117,0.9337741280456887,473876.6422855197,0,0,0,0,74282,34425,190839,21424627
6,1532303,0.9373156881095386,721878.818596855,0,0,0,0,48306,33794,180820,356963
6,1555891,0.9122133960181285,706830.9481522935,0,0,0,0,49373,33994,181422,358375
6,1551742,0.9387068811043654,703323.4836807788,0,0,0,0,49557,33683,180280,367683
6,1571455,0.9199750248220792,712478.5590065548,0,0,0,0,48939,33664,178666,364376
6,1559276,0.9279640103044016,705703.2464217603,0,0,0,0,49449,33803,178917,359718
6,885862,0.9292866396190128,401521.595252638,0,0,0,0,49003,33853,179438,365599
