threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1389416,0.9569021373870277,694619.5922913911,0,0,0,0,49641,29927,154821,423115
6,1516092,0.9689804341937236,696987.0105319564,0,0,0,0,51431,31609,197120,1360355
6,1420894,0.9777748895937519,653165.5882282201,0,0,0,0,55022,31914,183575,2713055
6,1460978,0.979561795469017,676419.5434731124,0,0,0,0,53155,32481,187082,1294742
6,1404599,0.9546843205589121,650385.7561009866,0,0,0,0,55234,32050,170370,1234739
6,1276409,0.9659106145422514,593769.6411363699,0,0,0,0,60497,32751,184747,6307214
6,1364868,0.9621476221989032,638781.1701004478,0,0,0,0,56210,32501,186841,2529179
6,1525946,0.9499365073194949,710700.9398342341,0,0,0,0,49725,33102,176782,358724
6,1514376,0.9280900588936799,697736.4660725853,0,0,0,0,49928,32631,169889,357562
6,1518768,0.9046491200890588,699929.33260785,0,0,0,0,49861,32671,169097,350688
6,724846,0.9248483490712348,334043.5842224303,0,0,0,0,104572,33944,222558,12818782
6,1464010,0.903515106052865,704161.3849913307,0,0,0,0,49642,33022,173285,359565
6,1514825,0.9141779707269596,699117.8329431667,0,0,0,0,49508,33362,176602,355367
6,1297777,0.9099534747101615,597476.9951914796,0,0,0,0,56771,33613,185970,4863553
6,1295862,0.9146458898072347,604516.0672899919,0,0,0,0,56071,33784,189896,4892367
6,1409748,0.898657705483694,659160.662285474,0,0,0,0,49897,33082,173526,363413
6,1430689,0.8945525169354815,664228.241762004,0,0,0,0,49490,33262,175209,361820
6,1431664,0.913143720037738,662928.5176955407,0,0,0,0,49676,33132,174438,354847
6,1414726,0.9285463250317483,654767.4280559683,0,0,0,0,50141,33473,177774,367831
6,1420864,0.9063887477044332,659786.3461374808,0,0,0,0,49975,33633,179457,362932
6,814584,0.9166535956911669,377983.16252113803,0,0,0,0,86722,34195,194545,21526754
6,487591,0.905607750334896,233909.22934922486,0,0,0,0,141758,35006,222448,22873203
6,1364138,0.895411825424017,665459.6651155842,0,0,0,0,49375,34034,181681,352462
6,1439680,0.9010848103736763,669749.372748925,0,0,0,0,49183,33943,179727,354706
6,1428495,0.9071208021016723,661197.7082463774,0,0,0,0,49742,33934,181931,364785
6,1427015,0.9021895893501422,659907.5804477638,0,0,0,0,49774,33613,178535,369454
6,1429654,0.8994767974851801,661140.4087748516,0,0,0,0,49824,33764,179417,362401
6,1434639,0.895712101123886,663400.4980656672,0,0,0,0,49444,34014,181351,362972
6,35797,0.9256839637545131,16554.8720202627,0,0,0,0,50018,32552,155291,308519
