threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1368544,0.9530235526931468,684182.2920704106,0,0,0,0,50243,29826,154630,435999
6,1528284,0.9633942193661182,708348.9639787604,0,0,0,0,50625,31359,190447,1393840
6,1417879,0.9676514283608365,650655.0613770303,0,0,0,0,55195,32050,182473,2695726
6,1519419,0.9653172439002289,703520.9729163893,0,0,0,0,50990,32742,188414,1297368
6,1382860,0.9547629644231993,638108.6460837537,0,0,0,0,56372,32250,173185,5287617
6,1344674,0.9585434654605797,626197.3718304338,0,0,0,0,57096,32942,182413,6105163
6,1374090,0.9633921224477446,640052.9821091755,0,0,0,0,56341,32771,191870,2569409
6,1544787,0.9680851499531291,717742.1474489596,0,0,0,0,49845,33032,174928,349758
6,1524515,0.9849849807190402,699643.3590562228,0,0,0,0,51428,32651,169077,357692
6,1525466,0.9662312928205554,703060.3943367033,0,0,0,0,51038,32822,171022,361629
6,804185,0.964490795586785,370109.8786152723,0,0,0,0,96961,33913,221356,12283713
6,1504873,0.9723943141246557,720730.8411008271,0,0,0,0,49868,33012,172715,359416
6,1538735,0.9813724901196292,709444.456650927,0,0,0,0,50491,33313,175430,356841
6,1273869,0.9833617356701172,584628.108168378,0,0,0,0,61429,33283,193875,4956274
6,1433587,0.9696654277728781,670389.8158296543,0,0,0,0,53548,33823,184998,467699
6,1541811,0.9836438877878757,715066.1107596807,0,0,0,0,50260,33413,175780,363152
6,1549740,0.9853234058539547,714637.7558147375,0,0,0,0,50187,33533,177514,362050
6,1578800,0.9757260442268644,725174.9444937211,0,0,0,0,49373,33533,176001,366188
6,1526845,0.9739425331807604,700863.6727921751,0,0,0,0,51228,33392,174398,359766
6,1488979,0.909429847353224,685365.5861445036,0,0,0,0,49801,33563,178015,365116
6,740468,0.9136915460173121,341766.4207342148,0,0,0,0,98984,33964,197581,22086535
6,656890,0.9149571541631446,315784.6497675445,0,0,0,0,108110,34816,205235,22135878
6,1426975,0.9279535306463791,689373.7414771526,0,0,0,0,49218,34184,182994,353464
6,1450214,0.939301022213715,671421.4510527813,0,0,0,0,49867,33833,179768,364295
6,1420298,0.9034006219435805,658277.1636838882,0,0,0,0,49970,33944,181241,368122
6,1421190,0.9173716118780294,658945.7110096784,0,0,0,0,49866,33994,181832,364074
6,1406821,0.9174405111760586,652975.7788567616,0,0,0,0,50316,34084,183525,374774
6,1363678,0.9087096043089246,633224.5659609623,0,0,0,0,50271,33673,180188,361679
