threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1403248,0.9709626842575914,701504.2244672102,0,0,0,0,49080,29626,152599,423883
6,1471394,0.92280158965835,680840.1090364745,0,0,0,0,51348,31229,192535,1420883
6,1407312,0.9382465656157177,647943.3187830161,0,0,0,0,53893,31901,181684,2681943
6,1467257,0.9342511977920954,679816.7921551589,0,0,0,0,51334,32622,188147,1298240
6,1380176,0.9207893085587951,638621.4057555692,0,0,0,0,54574,32041,172026,862154
6,1335852,0.93109997569568,622047.770230999,0,0,0,0,56087,32712,183137,6111903
6,1317881,0.9191783549905935,614187.7275108935,0,0,0,0,57005,32582,191703,2564620
6,1507978,0.9312580665642877,703216.324623202,0,0,0,0,49595,32853,175933,350324
6,1486380,0.9312234030492069,686716.1459268198,0,0,0,0,49975,32491,168690,353610
6,1470053,0.91582429547835,679293.2454436887,0,0,0,0,49834,32651,170122,358720
6,750186,0.8885581165391155,347127.57420230634,0,0,0,0,98047,33674,223734,12316161
6,1417713,0.897727346430936,680321.7962362317,0,0,0,0,49724,32842,171425,352488
6,1449029,0.8897715689100041,670919.6826377646,0,0,0,0,50493,33172,172988,351787
6,1240094,0.9002053365054952,573473.8692363633,0,0,0,0,59169,33042,187877,4921888
6,1329415,0.9022470353772715,622064.020159079,0,0,0,0,54459,33664,186984,4774989
6,1447926,0.8952207148756424,674372.8988539898,0,0,0,0,49007,33222,174932,360223
6,1419189,0.9130083371354702,656043.8127722668,0,0,0,0,49594,33383,176324,357017
6,1392460,0.8926092485900258,643735.5057429392,0,0,0,0,49726,33354,175873,362467
6,1378262,0.9090122149268304,637709.9312057795,0,0,0,0,50002,33183,174301,359521
6,1379705,0.8972453543446031,639905.6164110198,0,0,0,0,49830,33343,176194,367497
6,790090,0.9089121858448129,366556.64733970544,0,0,0,0,87033,33744,191964,21830513
6,541729,0.8901890051948689,259720.36395239405,0,0,0,0,123231,34585,210639,22295654
6,1331242,0.9205103818834692,646681.0490853589,0,0,0,0,49342,33975,182907,355203
6,1376953,0.9049561876686885,639979.245856867,0,0,0,0,49877,33694,179160,362767
6,1379467,0.9023337985404886,639837.1217262425,0,0,0,0,49846,33794,180061,362837
6,1378671,0.8942052485322142,638885.7290069748,0,0,0,0,49925,33835,181223,364661
6,1383697,0.8970208488067156,641151.0763834602,0,0,0,0,49807,33904,181373,367908
6,1368527,0.8948512898421885,633978.6823159592,0,0,0,0,50274,33834,181454,368418
6,54488,0.9338960451676241,25273.1746172958,0,0,0,0,46220,30057,156256,334023
