threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1377500,0.9570309242530338,688624.4606620113,0,0,0,0,49187,29796,153880,419069
6,1484073,0.9880849160905418,687688.9169888154,0,0,0,0,52165,31579,195408,1353739
6,1446379,0.9544326030177951,665610.84883093,0,0,0,0,54039,32170,184046,2687921
6,1502907,0.9567104110500639,694597.0462338334,0,0,0,0,51800,32251,183356,1289047
6,1362579,0.9917093724903784,629245.7328643809,0,0,0,0,56972,31940,171162,5826793
6,1367802,0.9545633506655089,637235.0259285722,0,0,0,0,56335,32621,177945,5987446
6,1360310,0.970424679599287,632935.1715386318,0,0,0,0,56817,32551,191581,2573897
6,1561142,0.9702879026560711,726947.9806215941,0,0,0,0,49367,33002,175751,355640
6,1566719,0.9830718079156332,719487.4541731327,0,0,0,0,49898,32632,171262,357523
6,1544741,0.975263635379061,709925.3083679477,0,0,0,0,50488,32812,172225,361961
6,816396,0.9768955533921716,375118.67763886944,0,0,0,0,95842,33743,217810,12206979
6,1510391,0.968591871324103,722855.5163391286,0,0,0,0,49627,33213,175851,364957
6,1556246,0.9702849988095127,718130.5411948664,0,0,0,0,49876,33162,174088,356051
6,1303607,0.9696104807532802,599403.9490350139,0,0,0,0,60070,33202,189316,4912301
6,1447376,0.9854537398327817,674805.2843616453,0,0,0,0,53146,33353,181723,506874
6,1528826,0.9749863068565667,707708.2701123193,0,0,0,0,50658,33272,176923,361421
6,1540083,0.9767898004086188,709904.1297562534,0,0,0,0,50662,33323,176723,373704
6,1565249,0.9731521809619873,719386.5058399085,0,0,0,0,49828,33323,175711,362743
6,1550213,0.9898197082545885,711704.7424263591,0,0,0,0,50419,33323,176582,363725
6,1560129,0.9642227080158576,715926.0372731324,0,0,0,0,50094,33663,180870,371189
6,918502,0.9610090240055712,421595.16983472777,0,0,0,0,85039,33924,191971,21592403
6,412967,0.9790764718544479,196620.78335609892,0,0,0,0,183386,34866,252135,23385089
6,1461902,0.9667196425608379,715661.0589215735,0,0,0,0,50172,33924,182684,369836
6,1536184,0.9767440936249246,710531.0441718638,0,0,0,0,50524,33774,182574,378393
6,1545993,0.9787916306473771,711371.887789921,0,0,0,0,50489,33754,180570,373663
6,1571215,0.9638243413652489,721221.8608190968,0,0,0,0,49671,34104,184117,368133
6,1566851,0.9877693337634093,718726.7306004905,0,0,0,0,49869,33904,182774,374886
6,1420214,0.9708576789374452,651320.2451103322,0,0,0,0,51071,33613,181923,376739
