threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1399579,0.9443259575243774,699693.0595563686,0,0,0,0,49154,29736,154478,409264
6,1489344,0.9647474572762013,688940.2112364561,0,0,0,0,52056,31478,194504,1355793
6,1494100,0.9699819011038493,687373.5296366075,0,0,0,0,52088,32110,183543,2682081
6,1503817,0.9565365953686904,693533.4158032,0,0,0,0,51872,32161,182170,1293057
6,1330255,0.9773835254616275,614769.5555669777,0,0,0,0,58402,31880,173805,5971047
6,1374821,0.9602876412940833,641641.3696451164,0,0,0,0,55897,32551,176730,5820626
6,1371874,0.9621743366434847,638352.0018080533,0,0,0,0,56163,32511,190115,2568039
6,1530513,0.978110532185852,712391.9583512378,0,0,0,0,50406,32972,175077,353170
6,1582959,0.9845586088943048,731029.1937073463,0,0,0,0,49119,32601,171179,360213
6,1542907,0.964718285126671,706213.3174103313,0,0,0,0,50747,32771,172552,364702
6,804652,0.9818269715088143,369612.442815484,0,0,0,0,97349,33743,218899,12234040
6,1490596,0.9709562055433918,714763.8470422995,0,0,0,0,50140,33162,176931,365282
6,1513889,0.9650354575350607,699286.0511455096,0,0,0,0,50928,33102,174727,361245
6,1262360,0.9270385407297222,583008.7234890157,0,0,0,0,59929,33162,190126,4905857
6,1366925,0.9306371410427194,640447.3827862646,0,0,0,0,54562,33263,182681,548014
6,1479703,0.9322110770689014,688464.2015346378,0,0,0,0,50580,33242,176880,367838
6,1469219,0.9211917049583711,679966.4602966761,0,0,0,0,51317,33242,178324,375562
6,1495479,0.9431745596146744,692632.243888535,0,0,0,0,50342,33242,175849,362998
6,1528967,0.9397447478601088,706874.1015503872,0,0,0,0,49393,33302,177402,363720
6,1517164,0.920350561506997,697793.0171175518,0,0,0,0,50030,33512,180598,366966
6,931445,0.9308040071768211,428645.9143467492,0,0,0,0,81230,33854,192540,21502129
6,341613,0.9173817972094059,162894.64028997158,0,0,0,0,215059,34985,285554,26416180
6,1404043,0.9353598371925428,688957.1179258677,0,0,0,0,50695,33933,182931,374190
6,1505152,0.9186863144444463,696464.4030517949,0,0,0,0,50018,33702,182521,384328
6,1522517,0.9461865122103726,700737.1923327929,0,0,0,0,49859,33713,180407,367086
6,1511568,0.9303855963188191,695089.5451669748,0,0,0,0,50057,34064,184525,365443
6,1487594,0.9490894018351254,683767.9337669187,0,0,0,0,51142,33873,183002,377675
6,1458595,0.9481410828622052,673103.4752182978,0,0,0,0,50073,33693,181389,374971
