threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1421276,0.9640098146544469,710531.7744339245,0,0,0,0,49008,29375,152837,397967
6,1526554,0.9562132036842677,694499.9804252562,0,0,0,0,51728,31660,195638,1351588
6,1472555,0.9655438538129953,667457.5571818609,0,0,0,0,53775,32271,183775,2686805
6,1472942,0.9733463095375829,671704.357074848,0,0,0,0,53305,32311,182613,1295553
6,1292868,0.9574160899948582,591360.7011962952,0,0,0,0,60871,32071,176682,6248894
6,1473920,0.9672517639343066,681220.0983809071,0,0,0,0,52587,32791,174478,440266
6,1354254,0.9684874831379706,619990.4899210583,0,0,0,0,58037,32751,192452,2574645
6,1524634,0.9086292342437512,702616.6008517786,0,0,0,0,49624,33083,173897,353173
6,1539852,0.9185844617670725,701181.0363658642,0,0,0,0,49771,32861,170941,354516
6,1445021,0.9127957782339431,655786.0174437935,0,0,0,0,53019,32962,173416,388619
6,862342,0.9242102447585435,392442.03269763873,0,0,0,0,89193,33944,209102,12159474
6,1460760,0.9084351107430914,693999.1538042986,0,0,0,0,50364,33263,173987,359044
6,1470013,0.892387909971436,673521.4322773018,0,0,0,0,50309,33273,174598,356149
6,1145928,0.9063834110340951,523297.2905616152,0,0,0,0,64858,33452,200186,4994429
6,1430755,0.9093635071723245,666432.4124360617,0,0,0,0,50760,33402,176842,359886
6,1459828,0.8976914727020663,668833.0081244463,0,0,0,0,50725,33473,175960,366588
6,1484636,0.9185749815290872,678321.0285930912,0,0,0,0,49957,33473,177193,365907
6,1460391,0.8915821571952132,663810.2073176461,0,0,0,0,51017,33423,175410,362691
6,1466973,0.8984386121074707,670076.4970393571,0,0,0,0,50499,33482,178716,368693
6,1453174,0.9046808429999218,662198.1463532855,0,0,0,0,51254,33824,180209,375385
6,603468,0.8882391543481198,275180.0989880821,0,0,0,0,122573,34124,207931,22451290
6,632017,0.9095403127715783,303924.99635226483,0,0,0,0,112625,34896,208742,22543043
6,1397501,0.9012502504321626,673516.8500756319,0,0,0,0,50236,33913,180178,367250
6,1469713,0.9062075730669777,672303.4024284418,0,0,0,0,50373,33913,181892,380514
6,1447895,0.9208468887016322,659843.2029767197,0,0,0,0,51337,34074,182633,370716
6,1482673,0.9019859330243747,676711.3506588874,0,0,0,0,50078,34164,182764,369484
6,1457381,0.9038276134524823,663515.2489652075,0,0,0,0,51190,34174,183394,375675
6,973457,0.8927909612475546,443806.3046990785,0,0,0,0,51216,34004,181141,383410
