threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1364024,0.9616027165210035,681920.1634248709,0,0,0,0,50608,29776,153659,410441
6,1503069,0.9714053494129061,685392.0234335419,0,0,0,0,52277,31609,197661,1366546
6,1457928,0.9671729883013891,658234.5786310416,0,0,0,0,54624,32270,183154,2687957
6,1493992,0.9656728971711641,681508.9540793414,0,0,0,0,52715,32592,186130,1291856
6,1267650,0.9763582707902265,579029.087771169,0,0,0,0,61950,32210,179297,6181999
6,1423909,0.9778228793591635,658551.1262047314,0,0,0,0,54443,33102,180268,563578
6,1371011,0.9587151836412429,629412.5603999026,0,0,0,0,57157,33062,191930,2583742
6,1531692,0.9796873894063467,704146.7823769561,0,0,0,0,50842,33143,175760,361339
6,1532923,0.979444057570696,694983.9309694556,0,0,0,0,51568,32962,174047,369213
6,1509757,0.9867149107654918,685000.00699856,0,0,0,0,52465,33183,177052,381837
6,792512,0.9687307411861191,358968.78463909973,0,0,0,0,99896,34364,225654,12469076
6,1466309,0.9604135125321056,697642.9073650423,0,0,0,0,51602,33172,174007,359455
6,1527502,0.976935784611228,697151.3560708221,0,0,0,0,51449,33322,176291,368632
6,1240494,0.974692665598696,563117.8116596891,0,0,0,0,63741,33402,196610,5005379
6,1483932,0.9692936928027951,685872.4076514639,0,0,0,0,52257,33664,180970,418937
6,1513923,0.9722631596714902,691632.1737130757,0,0,0,0,51776,33623,178826,374834
6,1513620,0.9273158460634601,690338.917604858,0,0,0,0,50570,33563,177834,371418
6,1483389,0.9279595141188903,676235.8095462804,0,0,0,0,51627,33673,178906,375966
6,1515534,0.933286757441431,689469.8797855413,0,0,0,0,50578,33653,179868,372700
6,1506865,0.9135287434642019,684488.8211123982,0,0,0,0,50987,33754,180008,374303
6,766601,0.9089140406892371,348443.14707281935,0,0,0,0,99142,34004,197391,22211701
6,629411,0.9274288805532471,299943.7301766971,0,0,0,0,117976,35256,217448,22553122
6,1419407,0.9237682752286027,683745.1798851958,0,0,0,0,50998,34345,185649,373551
6,1502808,0.9256839671881774,688019.9486046066,0,0,0,0,50086,34345,184958,365216
6,1457987,0.8931213264497057,663431.7322590004,0,0,0,0,51186,34214,184196,380024
6,1450483,0.9131904162113932,660023.3926134751,0,0,0,0,51265,34094,181832,376818
6,1471107,0.9137905980961557,671698.1113260367,0,0,0,0,50557,34344,183945,367881
6,918478,0.9060113381335929,419896.9168836706,0,0,0,0,50715,34435,186380,372890
