threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1359648,0.9593821717021604,679739.334387466,0,0,0,0,50917,31589,186621,619438
6,1492497,0.9544343528410006,682726.9128147948,0,0,0,0,52171,32632,226607,1301373
6,1366138,0.9374143542697911,620275.8517595299,0,0,0,0,56191,33293,216027,2585142
6,1441598,0.9398812595455255,661275.5670086112,0,0,0,0,52716,33784,217490,1279952
6,1491127,0.9434138158787442,682763.1759027116,0,0,0,0,51191,33784,201750,396116
6,1237030,0.9340676510482389,562378.1741739355,0,0,0,0,62153,33854,222018,5782096
6,1346405,0.9328950828331555,625745.509985902,0,0,0,0,55738,33974,219624,2551789
6,1492493,0.9519698577963467,687961.5695830766,0,0,0,0,50747,34124,201510,385737
6,1496581,0.933421779453212,684159.5395253623,0,0,0,0,50856,34385,204736,391889
6,1505052,0.9291241885342254,686994.9983813382,0,0,0,0,50948,34485,206339,393622
6,895279,0.9214590899621884,406149.0600870605,0,0,0,0,86056,34335,246734,11479133
6,1428020,0.9424211666483856,676864.2272831678,0,0,0,0,51559,34826,208052,392890
6,1502672,0.9385165521081944,688493.4965411576,0,0,0,0,50584,34685,206088,387550
6,1276386,0.9270694949881737,581407.7297292788,0,0,0,0,60116,34615,224373,4949517
6,1409090,0.9386181534352265,647884.7562978885,0,0,0,0,53861,34765,214313,576446
6,1513609,0.9323295030935563,693250.8528501189,0,0,0,0,49952,34876,208844,390776
6,1456983,0.9209126130714241,661719.6182102122,0,0,0,0,51282,35006,212069,400946
6,1057589,0.9287075330370966,482557.9215253436,0,0,0,0,68681,32301,879768,3388896
6,631846,0.9098203264368419,295799.8529899365,0,0,0,0,96163,27872,1386503,5277015
6,1225360,0.8906887329043865,590946.4466699436,0,0,0,0,47349,34205,197843,370058
6,1265659,0.8836400193452453,588297.7119816075,0,0,0,0,47441,34364,199126,365919
6,431451,0.8754511624962966,200001.4886621672,0,0,0,0,139838,33623,264218,22975287
6,1205782,0.8982458166656436,587862.7485421883,0,0,0,0,47444,34354,198865,370549
6,1255945,0.8868683889341892,584574.8854787316,0,0,0,0,47748,34275,198574,371560
6,1253775,0.8859078895523447,581784.9461072504,0,0,0,0,48002,34425,200929,376399
6,1263000,0.8779934959547783,586066.4524555887,0,0,0,0,47620,34395,200006,377551
6,1261788,0.8874621964276601,585331.8982066048,0,0,0,0,47682,34445,200087,375938
6,1050551,0.8890167409719659,487046.3793053451,0,0,0,0,47601,34395,201229,375587
