threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1355407,0.9657058451453604,677623.2257033786,0,0,0,0,50468,31398,185605,646754
6,1441314,0.9696509437357077,667578.5056047136,0,0,0,0,53945,32420,229237,1322973
6,1414804,0.958218773331092,652223.3360528453,0,0,0,0,54969,33061,214319,2575214
6,1475331,0.9734681816580656,682744.2710338973,0,0,0,0,52692,33592,216843,1276837
6,1503372,0.9341745381148217,694838.999366691,0,0,0,0,50660,33633,201064,385157
6,1241203,0.9203162437357153,573023.3571867363,0,0,0,0,60922,33613,222334,5772809
6,1328595,0.9154945041720859,622759.5687869397,0,0,0,0,56124,33652,217405,2551110
6,1470001,0.9266702396341098,684152.547647944,0,0,0,0,50964,33773,201194,401969
6,1480332,0.9223265789494955,682266.6346523092,0,0,0,0,51186,34093,203399,386559
6,1510215,0.9181939675314504,695504.8750580455,0,0,0,0,50038,34164,204140,388172
6,885424,0.9119880776732614,407277.7428328063,0,0,0,0,85905,33993,246078,11478753
6,1445704,0.9263681070013204,689305.6695458548,0,0,0,0,50612,34494,206524,387862
6,1487497,0.9011497014784535,687860.9557066816,0,0,0,0,50187,34504,207466,389906
6,1354560,0.8560876930081863,623727.2426843285,0,0,0,0,53389,34394,210101,506883
6,1179457,0.8538957258397354,547655.1687725632,0,0,0,0,59973,34304,225159,4992295
6,1386879,0.8512328647390432,652246.8698091058,0,0,0,0,50577,34715,208578,383544
6,1405798,0.8459787067608493,652440.9952441736,0,0,0,0,50382,34705,210072,395747
6,1178860,0.8694505781117867,545715.8766428292,0,0,0,0,59546,33352,404132,2315551
6,646420,0.8787234621929103,303459.4664124918,0,0,0,0,103842,26479,1767641,5471127
6,1209774,0.8683084263669871,585700.848236608,0,0,0,0,51077,33452,231161,1154930
6,1337596,0.8563901006469753,628225.5623123113,0,0,0,0,47606,34023,197998,369318
6,543212,0.8747618146091222,252845.35294224767,0,0,0,0,118382,34023,239056,21932126
6,1218660,0.8581520896169694,592677.6962725037,0,0,0,0,50524,33743,198269,384887
6,1351573,0.8631553301464046,634314.8933215159,0,0,0,0,47106,34113,198680,366743
6,1345887,0.8801439709673443,626029.3494789681,0,0,0,0,47386,34043,198540,374958
6,1308794,0.9031538981750286,608664.7576614503,0,0,0,0,47504,34184,201826,379546
6,1306031,0.8940717420287508,608334.4661780017,0,0,0,0,47522,34144,199992,370380
6,1311983,0.8967810767144283,612550.2777814706,0,0,0,0,47187,34253,200393,372564
6,124650,0.9032724771958639,58146.28135267607,0,0,0,0,45126,32761,193630,357576
