threads,samples,fairness,throughput,get_avg,get_p50,get_p99,get_p999,put_avg,put_p50,put_p99,put_p999
6,1351195,0.9610296355626443,675509.9441163483,0,0,0,0,51024,31339,185826,642506
6,1477342,0.970381579572158,684880.4681685115,0,0,0,0,52584,32511,226471,1304417
6,1439173,0.9612442085400186,662201.1764351596,0,0,0,0,54255,33142,212816,2573187
6,1490570,0.9674761660391092,688925.23904649,0,0,0,0,52147,33733,215922,1270213
6,1541017,0.9605780695930732,711986.5616490835,0,0,0,0,50314,33743,201716,389134
6,1245687,0.9473028372342356,573574.214854717,0,0,0,0,62118,33783,222414,5841058
6,1331137,0.9180712872214495,621881.3741959635,0,0,0,0,56156,33832,219899,2557899
6,1464971,0.8808746331193763,681821.3574381014,0,0,0,0,50455,33983,201174,393212
6,1442864,0.8514313783324329,666838.3426558379,0,0,0,0,50854,34253,203358,396167
6,1432664,0.8608368099991948,660984.7682767883,0,0,0,0,51276,34354,204170,387320
6,856120,0.8435290649582461,395830.8449997715,0,0,0,0,85592,34193,243764,11509464
6,1413257,0.8542556392969765,675884.8728685383,0,0,0,0,50207,34635,206023,382471
6,1459146,0.8615018319232018,677106.5439202233,0,0,0,0,50031,34645,206404,384465
6,1373987,0.8646127929462559,635745.8605678305,0,0,0,0,53357,34554,210722,479151
6,1187931,0.8659098904470734,552655.3966639377,0,0,0,0,61312,34564,228305,5009561
6,1438272,0.8592592891235045,675825.6938517792,0,0,0,0,50063,34834,208258,383673
6,1453892,0.8605865436602911,672616.8266609563,0,0,0,0,50502,34905,209810,394915
6,1211345,0.8787967682344484,558461.490282198,0,0,0,0,60714,33652,403481,2362616
6,677023,0.8884317744317771,317120.0840250302,0,0,0,0,104845,26650,1755467,5611861
6,1313081,0.8535454048457642,634400.2469940311,0,0,0,0,51877,33542,235287,1247521
6,1491178,0.8452660635145377,695219.1192449725,0,0,0,0,47305,34224,198749,373655
6,587564,0.8551685554121966,270493.2906052169,0,0,0,0,121188,34184,244725,22058291
6,1347092,0.8506489268612983,652949.86686246,0,0,0,0,50662,33984,198479,390016
6,1480363,0.8447154538595812,687371.7527628293,0,0,0,0,47773,34284,198048,369458
6,1495739,0.8470228307109616,689722.3214046551,0,0,0,0,47674,34244,198199,376771
6,1498949,0.8468211604570729,690309.020568014,0,0,0,0,47712,34273,200382,377472
6,1485861,0.8356167841132564,684061.4400363226,0,0,0,0,48076,34364,199461,374036
6,1505994,0.8439500349543902,693789.8494627445,0,0,0,0,47397,34434,201655,374998
6,13236,0.8533840924674541,6096.416302326609,0,0,0,0,44501,33413,183321,324655
